"","country","site","year","date","gear","inside_area","species","length_cm"
"4443","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Outside","Caranx ignobilis",38
"4444","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus areolatus",29
"4445","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus areolatus",23
"4446","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Caesio cuning",17
"4447","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus oligacanthus",29
"4448","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus oligacanthus",26
"4449","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus oligacanthus",25
"4450","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus oligacanthus",26
"4451","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Caesio cuning",17
"4452","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Outside","Bolbometopon muricatum",60
"4453","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Outside","Caesio cuning",13
"4454","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Outside","Plectropomus areolatus",28
"4455","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Caesio cuning",16
"4456","Indonesia","Karimunjawa National Park",2010,"3/22/10","Speargun","Inside","Plectropomus oligacanthus",38
"4457","Indonesia","Karimunjawa National Park",2010,"3/22/10","Muroami","Inside","Caesio cuning",17
"4458","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Outside","Lutjanus malabaricus",51
"4459","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Outside","Lutjanus malabaricus",50
"4460","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Outside","Lutjanus gibbus",41
"4461","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Outside","Lutjanus gibbus",25
"4462","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Inside","Plectropomus oligacanthus",34
"4463","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Inside","Plectropomus oligacanthus",39
"4464","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Inside","Plectropomus oligacanthus",35
"4465","Indonesia","Karimunjawa National Park",2010,"3/22/10","Handline","Inside","Plectropomus leopardus",30
"4466","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Caesio cuning",17
"4467","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Bolbometopon muricatum",31
"4468","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Plectropomus oligacanthus",28
"4469","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Bolbometopon muricatum",67
"4470","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Bolbometopon muricatum",51
"4471","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Bolbometopon muricatum",60
"4472","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Caesio cuning",17
"4473","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Scarus ghobban",17
"4474","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Plectropomus oligacanthus",28
"4475","Indonesia","Karimunjawa National Park",2010,"3/23/10","Handline","Inside","Plectropomus leopardus",32
"4476","Indonesia","Karimunjawa National Park",2010,"3/23/10","Handline","Inside","Caranx ignobilis",35
"4477","Indonesia","Karimunjawa National Park",2010,"3/23/10","Handline","Inside","Plectropomus oligacanthus",32
"4478","Indonesia","Karimunjawa National Park",2010,"3/23/10","Handline","Inside","Lutjanus gibbus",29
"4479","Indonesia","Karimunjawa National Park",2010,"3/23/10","Muroami","Inside","Caesio cuning",16
"4480","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Caesio cuning",16
"4481","Indonesia","Karimunjawa National Park",2010,"3/23/10","Speargun","Inside","Plectropomus leopardus",27
"4482","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Outside","Plectropomus areolatus",32
"4483","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Outside","Caesio cuning",18
"4484","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Inside","Plectropomus areolatus",32
"4485","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Inside","Plectropomus oligacanthus",32
"4486","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Inside","Caesio cuning",24
"4487","Indonesia","Karimunjawa National Park",2010,"4/11/10","Speargun","Inside","Caesio cuning",17
"4488","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Inside","Lutjanus malabaricus",53
"4489","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Inside","Lutjanus gibbus",39
"4490","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Inside","Caesio cuning",16
"4491","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Inside","Plectropomus leopardus",33
"4492","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Outside","Caranx ignobilis",34
"4493","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Outside","Lutjanus gibbus",37
"4494","Indonesia","Karimunjawa National Park",2010,"4/12/10","Handline","Outside","Lutjanus gibbus",25
"4495","Indonesia","Karimunjawa National Park",2010,"4/13/10","Muroami","Inside","Caesio cuning",18
"4496","Indonesia","Karimunjawa National Park",2010,"4/13/10","Handline","Inside","Caesio cuning",18
"4497","Indonesia","Karimunjawa National Park",2010,"4/13/10","Handline","Inside","Caesio cuning",14
"4498","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Caesio cuning",17
"4499","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",44
"4500","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",39
"4501","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",40
"4502","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",19
"4503","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Caesio cuning",16
"4504","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",27
"4505","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",33
"4506","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",25
"4507","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Scarus ghobban",18
"4508","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Caesio cuning",16
"4509","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",25
"4510","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Caesio cuning",18
"4511","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",41
"4512","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",30
"4513","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",28
"4514","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Plectropomus oligacanthus",27
"4515","Indonesia","Karimunjawa National Park",2010,"4/14/10","Speargun","Inside","Caesio cuning",18
"4516","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Caesio cuning",17
"4517","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Plectropomus oligacanthus",57
"4518","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Plectropomus areolatus",33
"4519","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Scarus ghobban",16
"4520","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Caesio cuning",17
"4521","Indonesia","Karimunjawa National Park",2010,"4/15/10","Speargun","Inside","Caesio cuning",17
"4522","Indonesia","Karimunjawa National Park",2010,"4/15/10","Handline","Outside","Lutjanus malabaricus",54
"4523","Indonesia","Karimunjawa National Park",2010,"4/15/10","Handline","Outside","Lutjanus gibbus",24
"4524","Indonesia","Karimunjawa National Park",2010,"4/15/10","Handline","Outside","Caesio cuning",18
"4525","Indonesia","Karimunjawa National Park",2010,"4/18/10","Speargun","Outside","Caesio cuning",17
"4526","Indonesia","Karimunjawa National Park",2010,"4/18/10","Speargun","Inside","Plectropomus areolatus",32
"4527","Indonesia","Karimunjawa National Park",2010,"4/18/10","Speargun","Inside","Scarus ghobban",20
"4528","Indonesia","Karimunjawa National Park",2010,"4/18/10","Speargun","Inside","Caesio cuning",17
"4529","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Caesio cuning",18
"4530","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",22
"4531","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",30
"4532","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",25
"4533","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Scarus ghobban",25
"4534","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Bolbometopon muricatum",60
"4535","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Caesio cuning",17
"4536","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Caesio cuning",14
"4537","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Scarus ghobban",20
"4538","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",28
"4539","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Caesio cuning",17
"4540","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",25
"4541","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",26
"4542","Indonesia","Karimunjawa National Park",2010,"4/19/10","Speargun","Inside","Plectropomus oligacanthus",33
"4543","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Scarus ghobban",25
"4544","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Plectropomus leopardus",25
"4545","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Caesio cuning",15
"4546","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Outside","Caesio cuning",14
"4547","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Outside","Bolbometopon muricatum",37
"4548","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Plectropomus oligacanthus",32
"4549","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Plectropomus oligacanthus",34
"4550","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Caesio cuning",18
"4551","Indonesia","Karimunjawa National Park",2010,"4/20/10","Muroami","Inside","Caesio cuning",18
"4552","Indonesia","Karimunjawa National Park",2010,"4/20/10","Muroami","Inside","Caesio cuning",15
"4553","Indonesia","Karimunjawa National Park",2010,"4/20/10","Handline","Inside","Plectropomus oligacanthus",33
"4554","Indonesia","Karimunjawa National Park",2010,"4/20/10","Handline","Inside","Plectropomus leopardus",28
"4555","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Caesio cuning",18
"4556","Indonesia","Karimunjawa National Park",2010,"4/20/10","Speargun","Inside","Plectropomus oligacanthus",37
"4557","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Plectropomus oligacanthus",28
"4558","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Caesio cuning",18
"4559","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Bolbometopon muricatum",65
"4560","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Bolbometopon muricatum",45
"4561","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Bolbometopon muricatum",32
"4562","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Scarus ghobban",30
"4563","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Caesio cuning",18
"4564","Indonesia","Karimunjawa National Park",2010,"4/21/10","Speargun","Inside","Plectropomus leopardus",26
"4565","Indonesia","Karimunjawa National Park",2010,"4/21/10","Handline","Inside","Plectropomus leopardus",48
"4566","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Inside","Plectropomus oligacanthus",21
"4567","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Inside","Plectropomus oligacanthus",23
"4568","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Inside","Caesio cuning",16
"4569","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Plectropomus oligacanthus",30
"4570","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Plectropomus oligacanthus",38
"4571","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Plectropomus areolatus",37
"4572","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Plectropomus areolatus",32
"4573","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Plectropomus leopardus",27
"4574","Indonesia","Karimunjawa National Park",2010,"4/24/10","Speargun","Outside","Caesio cuning",17
"4575","Indonesia","Karimunjawa National Park",2010,"4/24/10","Muroami","Inside","Caesio cuning",17
"4576","Indonesia","Karimunjawa National Park",2010,"4/24/10","Handline","Inside","Lutjanus gibbus",28
"4577","Indonesia","Karimunjawa National Park",2010,"4/24/10","Handline","Inside","Lutjanus gibbus",21
"4578","Indonesia","Karimunjawa National Park",2010,"4/25/10","Muroami","Inside","Caesio cuning",20
"4579","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Inside","Plectropomus leopardus",27
"4580","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Inside","Lutjanus gibbus",25
"4581","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Outside","Lutjanus gibbus",43
"4582","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Outside","Lutjanus malabaricus",51
"4583","Indonesia","Karimunjawa National Park",2010,"4/25/10","Speargun","Inside","Caesio cuning",17
"4584","Indonesia","Karimunjawa National Park",2010,"4/25/10","Speargun","Inside","Plectropomus oligacanthus",40
"4585","Indonesia","Karimunjawa National Park",2010,"4/25/10","Speargun","Inside","Plectropomus oligacanthus",32
"4586","Indonesia","Karimunjawa National Park",2010,"4/25/10","Speargun","Inside","Scarus ghobban",25
"4587","Indonesia","Karimunjawa National Park",2010,"4/25/10","Speargun","Inside","Caesio cuning",18
"4588","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Outside","Lutjanus malabaricus",50
"4589","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Outside","Lutjanus gibbus",22
"4590","Indonesia","Karimunjawa National Park",2010,"4/25/10","Handline","Outside","Lutjanus gibbus",30
"4591","Indonesia","Karimunjawa National Park",2010,"4/26/10","Muroami","Inside","Caesio cuning",18
"4592","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Inside","Plectropomus oligacanthus",38
"4593","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Inside","Plectropomus areolatus",37
"4594","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Outside","Lutjanus malabaricus",54
"4595","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Outside","Lutjanus gibbus",29
"4596","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Inside","Plectropomus oligacanthus",28
"4597","Indonesia","Karimunjawa National Park",2010,"4/26/10","Handline","Outside","Lutjanus malabaricus",57
"4598","Indonesia","Karimunjawa National Park",2010,"4/27/10","Handline","Outside","Lutjanus gibbus",29
"4599","Indonesia","Karimunjawa National Park",2010,"4/27/10","Handline","Outside","Lutjanus gibbus",24
"4600","Indonesia","Karimunjawa National Park",2010,"4/27/10","Handline","Inside","Lutjanus gibbus",29
"4601","Indonesia","Karimunjawa National Park",2010,"4/29/10","Handline","Inside","Caesio cuning",15
"4602","Indonesia","Karimunjawa National Park",2010,"4/29/10","Handline","Inside","Plectropomus areolatus",33
"4603","Indonesia","Karimunjawa National Park",2010,"4/29/10","Muroami","Inside","Caesio cuning",20
"4604","Indonesia","Karimunjawa National Park",2010,"4/29/10","Muroami","Inside","Caesio cuning",20
"4605","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Outside","Caesio cuning",18
"4606","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Bolbometopon muricatum",39
"4607","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Caesio cuning",18
"4608","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Plectropomus leopardus",27
"4609","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Caesio cuning",18
"4610","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Scarus ghobban",17
"4611","Indonesia","Karimunjawa National Park",2010,"5/3/10","Speargun","Inside","Caesio cuning",17
"4612","Indonesia","Karimunjawa National Park",2010,"5/3/10","Muroami","Inside","Caesio cuning",20
"4613","Indonesia","Karimunjawa National Park",2010,"5/3/10","Muroami","Inside","Caesio cuning",14
"4614","Indonesia","Karimunjawa National Park",2010,"5/3/10","Handline","Outside","Lutjanus malabaricus",53
"4615","Indonesia","Karimunjawa National Park",2010,"5/3/10","Handline","Outside","Lutjanus gibbus",24
"4616","Indonesia","Karimunjawa National Park",2010,"5/3/10","Handline","Outside","Lutjanus gibbus",20
"4617","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Plectropomus oligacanthus",27
"4618","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Plectropomus oligacanthus",27
"4619","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Caesio cuning",14
"4620","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Caesio cuning",20
"4621","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Caesio cuning",14
"4622","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Caranx ignobilis",30
"4623","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Lutjanus malabaricus",54
"4624","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Lutjanus gibbus",27
"4625","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Inside","Caesio cuning",15
"4626","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caesio cuning",14
"4627","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caesio cuning",20
"4628","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caranx ignobilis",30
"4629","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Outside","Caesio cuning",18
"4630","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",30
"4631","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Scarus ghobban",16
"4632","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Caesio cuning",18
"4633","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Plectropomus oligacanthus",36
"4634","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Caesio cuning",17
"4635","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",50
"4636","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",52
"4637","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",54
"4638","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",30
"4639","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",51
"4640","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",53
"4641","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Bolbometopon muricatum",52
"4642","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Plectropomus oligacanthus",45
"4643","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Plectropomus oligacanthus",41
"4644","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Scarus ghobban",12
"4645","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Caesio cuning",17
"4646","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Plectropomus leopardus",27
"4647","Indonesia","Karimunjawa National Park",2010,"5/6/10","Speargun","Inside","Plectropomus leopardus",26
"4648","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caesio cuning",18
"4649","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caranx ignobilis",26
"4650","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caesio cuning",14
"4651","Indonesia","Karimunjawa National Park",2010,"5/6/10","Handline","Outside","Caesio cuning",9
"4652","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Caesio cuning",19
"4653","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",39
"4654","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",24
"4655","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",20
"4656","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",14
"4657","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caranx ignobilis",33
"4658","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",21
"4659","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",14
"4660","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",19
"4661","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",15
"4662","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Caesio cuning",9
"4663","Indonesia","Karimunjawa National Park",2010,"5/8/10","Handline","Inside","Lutjanus gibbus",33
"4664","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Bolbometopon muricatum",34
"4665","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Caesio cuning",18
"4666","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Caesio cuning",18
"4667","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",31
"4668","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Caesio cuning",17
"4669","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",26
"4670","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",31
"4671","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus leopardus",28
"4672","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Caesio cuning",20
"4673","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",29
"4674","Indonesia","Karimunjawa National Park",2010,"5/8/10","Speargun","Inside","Plectropomus oligacanthus",30
"4675","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",20
"4676","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",18
"4677","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",18
"4678","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",20
"4679","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Plectropomus areolatus",38
"4680","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",19
"4681","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Plectropomus leopardus",28
"4682","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Bolbometopon muricatum",70
"4683","Indonesia","Karimunjawa National Park",2010,"5/10/10","Speargun","Inside","Caesio cuning",20
"4684","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus leopardus",38
"4685","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus oligacanthus",35
"4686","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus leopardus",33
"4687","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus leopardus",28
"4688","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus oligacanthus",33
"4689","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus oligacanthus",39
"4690","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Plectropomus oligacanthus",24
"4691","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Lutjanus gibbus",30
"4692","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Inside","Lutjanus gibbus",28
"4693","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Caesio cuning",21
"4694","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Plectropomus oligacanthus",37
"4695","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Caesio cuning",20
"4696","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Plectropomus leopardus",31
"4697","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Plectropomus leopardus",28
"4698","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Plectropomus oligacanthus",48
"4699","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Outside","Plectropomus areolatus",32
"4700","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Caesio cuning",20
"4701","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Plectropomus oligacanthus",29
"4702","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Caesio cuning",17
"4703","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Plectropomus oligacanthus",27
"4704","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Plectropomus oligacanthus",34
"4705","Indonesia","Karimunjawa National Park",2010,"5/11/10","Speargun","Inside","Plectropomus oligacanthus",33
"4706","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Outside","Lutjanus malabaricus",54
"4707","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Outside","Lutjanus gibbus",39
"4708","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Outside","Lutjanus gibbus",31
"4709","Indonesia","Karimunjawa National Park",2010,"5/11/10","Handline","Outside","Lutjanus gibbus",18
